loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.12314918,1737127588,checkpoint_000000,True,False,1,1f371_00048,2025-01-17_16-26-28,2.022953748703003,2.022953748703003,166058,DESKTOP-KFJMPPQ,192.168.0.114,2.022953748703003,1
0.08438568,1737127589,checkpoint_000001,True,False,2,1f371_00048,2025-01-17_16-26-29,1.2598986625671387,3.2828524112701416,166058,DESKTOP-KFJMPPQ,192.168.0.114,3.2828524112701416,2
0.083594285,1737127591,checkpoint_000002,True,False,3,1f371_00048,2025-01-17_16-26-31,1.2335140705108643,4.516366481781006,166058,DESKTOP-KFJMPPQ,192.168.0.114,4.516366481781006,3
0.083554134,1737127592,checkpoint_000003,True,False,4,1f371_00048,2025-01-17_16-26-32,1.2353451251983643,5.75171160697937,166058,DESKTOP-KFJMPPQ,192.168.0.114,5.75171160697937,4
0.08352317,1737127593,checkpoint_000004,True,False,5,1f371_00048,2025-01-17_16-26-33,1.1728765964508057,6.924588203430176,166058,DESKTOP-KFJMPPQ,192.168.0.114,6.924588203430176,5
0.083530605,1737127594,checkpoint_000005,True,False,6,1f371_00048,2025-01-17_16-26-34,1.216520071029663,8.141108274459839,166058,DESKTOP-KFJMPPQ,192.168.0.114,8.141108274459839,6
0.08353299,1737127595,checkpoint_000006,True,False,7,1f371_00048,2025-01-17_16-26-35,1.2163722515106201,9.357480525970459,166058,DESKTOP-KFJMPPQ,192.168.0.114,9.357480525970459,7
0.08356381,1737127597,checkpoint_000007,True,False,8,1f371_00048,2025-01-17_16-26-37,1.3010673522949219,10.65854787826538,166058,DESKTOP-KFJMPPQ,192.168.0.114,10.65854787826538,8
0.08353473,1737127598,checkpoint_000008,True,False,9,1f371_00048,2025-01-17_16-26-38,1.2890338897705078,11.947581768035889,166058,DESKTOP-KFJMPPQ,192.168.0.114,11.947581768035889,9
0.08354903,1737127599,checkpoint_000009,True,False,10,1f371_00048,2025-01-17_16-26-39,1.269718885421753,13.217300653457642,166058,DESKTOP-KFJMPPQ,192.168.0.114,13.217300653457642,10
0.08355675,1737127600,checkpoint_000010,True,False,11,1f371_00048,2025-01-17_16-26-40,1.158963680267334,14.376264333724976,166058,DESKTOP-KFJMPPQ,192.168.0.114,14.376264333724976,11
0.08355102,1737127602,checkpoint_000011,True,False,12,1f371_00048,2025-01-17_16-26-42,1.2192471027374268,15.595511436462402,166058,DESKTOP-KFJMPPQ,192.168.0.114,15.595511436462402,12
0.08354015,1737127603,checkpoint_000012,True,False,13,1f371_00048,2025-01-17_16-26-43,1.163210391998291,16.758721828460693,166058,DESKTOP-KFJMPPQ,192.168.0.114,16.758721828460693,13
0.08367251,1737127604,checkpoint_000013,True,False,14,1f371_00048,2025-01-17_16-26-44,1.225210189819336,17.98393201828003,166058,DESKTOP-KFJMPPQ,192.168.0.114,17.98393201828003,14
0.08359146,1737127605,checkpoint_000014,True,False,15,1f371_00048,2025-01-17_16-26-45,1.3033995628356934,19.287331581115723,166058,DESKTOP-KFJMPPQ,192.168.0.114,19.287331581115723,15
0.083531156,1737127607,checkpoint_000015,True,False,16,1f371_00048,2025-01-17_16-26-47,1.2371838092803955,20.524515390396118,166058,DESKTOP-KFJMPPQ,192.168.0.114,20.524515390396118,16
0.0835347,1737127608,checkpoint_000016,True,False,17,1f371_00048,2025-01-17_16-26-48,1.179272174835205,21.703787565231323,166058,DESKTOP-KFJMPPQ,192.168.0.114,21.703787565231323,17
0.08358507,1737127609,checkpoint_000017,True,False,18,1f371_00048,2025-01-17_16-26-49,1.2653911113739014,22.969178676605225,166058,DESKTOP-KFJMPPQ,192.168.0.114,22.969178676605225,18
0.083562024,1737127610,checkpoint_000018,True,False,19,1f371_00048,2025-01-17_16-26-50,1.1718106269836426,24.140989303588867,166058,DESKTOP-KFJMPPQ,192.168.0.114,24.140989303588867,19
0.08360608,1737127611,checkpoint_000019,True,False,20,1f371_00048,2025-01-17_16-26-51,1.2518916130065918,25.39288091659546,166058,DESKTOP-KFJMPPQ,192.168.0.114,25.39288091659546,20
0.083555266,1737127613,checkpoint_000020,True,False,21,1f371_00048,2025-01-17_16-26-53,1.287926435470581,26.68080735206604,166058,DESKTOP-KFJMPPQ,192.168.0.114,26.68080735206604,21
0.083655395,1737127614,checkpoint_000021,True,False,22,1f371_00048,2025-01-17_16-26-54,1.2334530353546143,27.914260387420654,166058,DESKTOP-KFJMPPQ,192.168.0.114,27.914260387420654,22
0.08352441,1737127615,checkpoint_000022,True,False,23,1f371_00048,2025-01-17_16-26-55,1.2196030616760254,29.13386344909668,166058,DESKTOP-KFJMPPQ,192.168.0.114,29.13386344909668,23
0.08354086,1737127616,checkpoint_000023,True,False,24,1f371_00048,2025-01-17_16-26-56,1.210672378540039,30.34453582763672,166058,DESKTOP-KFJMPPQ,192.168.0.114,30.34453582763672,24
0.0835521,1737127618,checkpoint_000024,True,False,25,1f371_00048,2025-01-17_16-26-58,1.1464965343475342,31.491032361984253,166058,DESKTOP-KFJMPPQ,192.168.0.114,31.491032361984253,25
0.083598256,1737127619,checkpoint_000025,True,False,26,1f371_00048,2025-01-17_16-26-59,1.2327983379364014,32.723830699920654,166058,DESKTOP-KFJMPPQ,192.168.0.114,32.723830699920654,26
0.083589084,1737127620,checkpoint_000026,True,False,27,1f371_00048,2025-01-17_16-27-00,1.1805219650268555,33.90435266494751,166058,DESKTOP-KFJMPPQ,192.168.0.114,33.90435266494751,27
0.08367324,1737127621,checkpoint_000027,True,False,28,1f371_00048,2025-01-17_16-27-01,1.2890217304229736,35.19337439537048,166058,DESKTOP-KFJMPPQ,192.168.0.114,35.19337439537048,28
